target,text
voda,297
voda,298
voda,"Сухогруз «Волго-Дон 5057» стал последним в навигацию-2023 теплоходом, который разгружался на Москве-реке у причала ""Сходня""

📸📹 Грузовое судно идет мимо нового микрорайона, разрастающегося на месте бывшего Тушинского аэродрома.

⛴ Буксиры «Волгарь-25» и «Речной-59» забирают «Плавкран-425» со ""Сходни""
(📷 - Михаил Архипов)

📆 4 ноября 2023

Охотники за кораблями ⚓️
299"
voda,"⛴Столичные причалы подготовили к зиме

«Все 44 пассажирских причала Москвы-реки полностью подготовлены к зиме, в частности, проведена тщательная очистка и промывка их лестничных сходов, гранитных покрытий и ограждений. В межнавигационный период будет проводиться уборка снега, при необходимости - ремонтные работы по устранению дефектов после сезонной эксплуатации», – рассказал заместитель Мэра Москвы Петр Бирюков.

Летом провели гидротехнические работы по очистке 11 городских причалов и углублению акваторий шести. Это позволило в полном объеме обеспечить безопасность подхода и швартовки судов. 

#какэтоработает:

✔️перед началом очистки водолазы провели тщательное обследование дна

✔️на некоторых причалах дополнительно извлекли донный грунт, работы велись с баржи, оборудованной краном для извлечения крупного бытового мусора

✔️в более сложных мероприятиях по углублению дна задействовали судно, оснащенное специальным ковшом для подъема грунта и иловых отложений на борт

Необходимость таких работ вызвана загрязнением дна реки крупным бытовым мусором и металлоломом, что может привести к повреждению теплоходов и негативно повлиять на безопасность пассажирских перевозок.
300"
voda,"📹 Запись Всероссийской деловой конференции ""Реки. Круизы. Маршруты"", прошедшей 31 октября 2023 г. в Москве в конференц-зале Московской торгово-промышленной палаты (МТПП).

Основные темы обсуждения: 
1. Межрегиональное сотрудничество: лучшие практики и резервы развития. 
2. Речные круизы как генератор новых точек роста региональных экономик. 
3. Модернизация инфраструктуры речного туризма. 
4. Возрождение пассажирского судоходства на малых реках. 
5. Кадровая проблематика отрасли: инициативы вузов и потребности операторов. 

Сайт конференции: https://www.rekiforum.ru/

Видео: https://www.youtube.com/live/b74OFhlJEC8?feature=shared
301"
voda,302
voda,303
voda,304
voda,305
voda,306
voda,"📸 - за фото, сделанные с Пушкинской набережной и нового моста через затон Новинки, а также информацию о движении состава с аквабусами большое спасибо Антону 🤝!

📆 6 ноября 2023г

Охотники за кораблями ⚓️
307"
voda,308
voda,309
voda,"Вчера состав с трамвайчиками не успел дойти до конечной точки маршрута в Южный порт, останавливались в темное время суток 🌙.

⛴ Буксир «Сергей Кладько» и баржа «БПБ-001» с партией речных аквабусов «Люблинка», «Кузнецовка», «Шмелевка» и «Серебрянка» в ""Городском"" бьефе Москвы-реки.

📸🎥 - Крымская набережная, Большой Устьинский мост

📆 6 ноября 2023г

Охотники за кораблями ⚓️
310"
voda,310
voda,"В Москву доставили еще четыре электросудна для регулярных речных маршрутов — Медиапалуба
https://paluba.media/news/60606
311"
voda,311
voda,"https://www.korabel.ru/news/comments/v_arhangelske_nachali_rabotatat_passazhirskie_buksiry.html
312"
voda,"https://t.me/gruz0potok
313"
voda,313
voda,"Какие ледоколы нужны Севморпути

Росатом собирается заказать 4 дизельных ледокола мощностью по 40 МВт (у новых атомных - 60 МВт). Строительство должно начаться в следующем году. Ввод в эксплуатацию головного судна - 2028 год.

По предварительным оценкам, все 4 ледокола будут стоить 120 млрд рублей (практически нет сомнений, что выйдет дороже). Источники финансирования еще не определены.

Главный претендент на строительство - дальневосточная верфь ""Звезда"" (техпроект выполняет петербургское ЦКБ ""Айсберг"", также подконтрольное Роснефти).

Этим планам уже много лет. Цель - высвободить атомные ледоколы из Обской губы и Енисейского залива, где расположены основные добычные проекты, и направить их в самый сложный, восточный сектор Севморпути, чтобы обеспечить на трассе круглогодичную навигацию.

В связи с этим уместно процитировать главу ""Атомфлота"" Леонида Ирлицу (в прошлом - капитана атомного ледокола ""Вайгач""):

""Нужно строить атомные ледоколы. В Арктике никто не заменит атомные ледоколы с их универсальностью, автономностью и мощностью. Дизельным ледоколам и СПГ-ледоколам все равно нужна дозаправка. Раз в месяц - иди заправляйся! А атомный ледокол осенью выпустил, и он всю навигацию работает. Экипаж самолетом поменял, а снабжение попутными судами или через порт доставил.

...Причем такой [дизельный] ледокол в нынешних реалиях по продолжительности строительства будет на одном уровне с атомным. Эксплуатационные расходы в дизельных ледоколах больше, чем в атомных, как это ни странно. Если смотреть на перспективу, например на период эксплуатации атомного ледокола в 40 лет, то дизельные ледоколы проиграют конкуренцию"".
314"
voda,315
voda,315
voda,"Открылся портал ""Транспортный комплекс России""
https://transport.gov.ru/
316"
voda,"Более 8 тыс. юных москвичей обучились морскому делу в 2023 году

В Морском центре им. Петра Великого завершился навигационный сезон. За это время свыше 8 тыс. школьников столицы обучились ходьбе под парусом и гребле на шлюпках.

Подробнее: https://www.korabel.ru/news/comments/bolee_8_tys_yunyh_moskvichey_obuchilis_morskomu_delu_v_2023_godu.html
317"
voda,"Sitronics Group разработала автоматические системы учета пассажиропотока и информирования для регулярных маршрутов электросудов по Москве-реке🛥
 
С их помощью исключается превышение количества пассажиров на судах, проход через турникет и оплату проезда до причаливания транспорта✔️ При приближении к пороговому значению произойдет блокировка входных турникетов на причал и на судно. Если кто-то выходит, доступ снова открывается до заполнения или команды капитана о завершении посадки.
 
✍️Напомним, что инновационные электросуда перевозят пассажиров по двум маршрутам «Киевский» – «Сердце столицы» и «ЗИЛ – Печатники». Узнать время отправления и проследить за их передвижением можно в приложении «Московский транспорт».
318"
voda,318
voda,"Об итогах конференции на тему «Развитие инфраструктуры речного круизного бизнеса и судоходства в РФ», организованной Гильдией разработчиков и операторов инфраструктурных проектов МТПП и Комитетом МТПП по туризму и гостиничному бизнесу, которая прошла в Московской торгово-промышленной палате (МТПП) 31 октября 2023 г. подробнее можно узнать:
https://mostpp.ru/news/turisticheskiy-biznes/v-mtpp-obsudili-voprosy-razvitiya-rechnogo-kruiznogo-biznesa-i-sudokhodstva/
319"
voda,320
voda,321
voda,"На 25 участках внутренних водных путей Московского бассейна завершилась навигация

С 1 ноября на 25 участках внутренних водных путей Московского бассейна, находящегося в зоне ответственности ФГБУ «Канал имени Москвы», завершилась навигация 2023 года.  
Работа гидротехнических сооружений на внутренних водных путях Московского бассейна продлится до 17 ноября.

Источник: Федеральное агенство морского и речного транспорта https://morflot.gov.ru/novosti/lenta/na-25-uchastkakh-vnutrennikh-vodnykh-putei-moskovskogo-basseina-zavershilas-navigatsiya
322"
voda,323
voda,324
voda,325
voda,326
voda,327
voda,328
voda,329
voda,330
voda,331
voda,332
voda,333
voda,334
voda,335
voda,336
voda,337
voda,338
voda,339
voda,340
voda,341
voda,"31 октября 2023 г. на форуме ""Общественный транспорт 2023"" в рамках сессии ""Концепция развития регулярного водного пассажирского транспорта"" руководитель проекта Московского филиала АО ""ВодоходЪ. Пассажирский порт"" Куликов Юрий Александрович  выступил с докладом на тему ""Замещение устаревших судов пассажирского речного транспорта судами нового поколения"". В рамках доклада были представлены:
- статистика компании ""ВодоходЪ"" в 2023 г.;
- электрические пассажирские суда ""Экокрузер"", ""Looker 1100"", ""Экобас""; 
- перспективные круизные суда проекта ""Карелия""!
342"
voda,"🛳️Огромные суда, которые перевозят огромные поезда. Бывают и такие!
 
 Новые «зеленые» экопаромы «Маршал Рокоссовский» и «Генерал Черняховский» работают на линии Усть-Луга — Балтийск. Это морской транспортный мост к Калининграду. 
  
Паромы могут работать во льдах до 60 см, используют  сжиженный природный газ или дизтопливо с низким содержанием серы. 

Названы в честь выдающихся советских полководцев, дважды Героев Советского Союза: Константина Рокоссовского  — маршала и СССР, и Польши, и генерала армии Ивана Черняховского — самого молодого командующего фронтом.

📍Изучить паромы предлагаем на выставке «Россия в движении».  Здесь же  можно постоять за штурвалом, побыть капитаном в виртуальной реальности и поучаствовать в игре-симуляторе «Гонка кораблей».
343"
voda,343
voda,"Вообще то надо электроверсию 544 проекта. Оптимальные обводы.
344"
voda,344
voda,"https://www.korabel.ru/news/comments/v_noyabre_sitronics_group_nachnet_stroitelstvo_elektroversii_teplohoda_moskva.html
345"
voda,345
voda,"В Ярославле спущен на воду электроход-катамаран Белояр
https://www.korabel.ru/news/comments/v_yaroslavle_spuschen_na_vodu_elektrohod-katamaran_beloyar.html
346"
voda,"📊ℹ️ Общая статистика по количеству поездок на электрических судах на первом регулярном речном маршруте (1 РМ) «Киевский – Сердце Столицы» в Москве:
– за первый месяц, после своего запуска, свыше 6⃣0⃣ тысяч пассажиров совершили поездки на 1 РМ;
– за второй месяц – около 7⃣5⃣ тысяч пассажиров;
– за третий месяц – около 8⃣5⃣ тысяч пассажиров;
– за четвертый месяц – около 4⃣0⃣ тысяч пассажиров.
Примечаник: снижение количества пассажиров в 4 месяц во многом связано с тем, что в Москву пришла холодная и дождливая погода ☔🌧️⚓!

Всего за 4 месяца электрическими судами на первом речном маршруте в Москве было перевезено более 2⃣6⃣0⃣ тысяч пассажиров!

Источник данных: Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы
347"
voda,348
voda,348
voda,"Компания Sitronics Group разработала и внедрила автоматические системы учёта пассажиропотока и информирования для регулярных маршрутов электросудов Москвы

Система учитывает, сколько человек прошли на судно, а также на причал для ожидания прибытия транспорта. Все объекты оснащены датчиками автоматизированного подсчёта  пассажиров с распознаванием людей. В случае приближения числа пассажиров к максимальному, входные турникеты на причал и на судно блокируются. Если кто-то выходит, доступ снова открывается до заполнения или до того, как капитан судна отдаст команду о завершении посадки.

Также каждое судно оборудовано специально разработанной системой с интерфейсом для капитана, в которой он выбирает причал и обозначает начало высадки и посадки пассажиров. Комплексная система работает таким образом, что до момента начала посадки турникеты остаются заблокированными.

Решение для управления учетом пассажиропотока интегрировано с системами Департамента транспорта Москвы и позволяет в онлайн-формате передавать необходимую информацию о количестве пассажиров в ЦОДД и систему информирования пассажиров с данными о расписании движения судов.

https://www.sitronics.com/reports/15413
349"
voda,349
voda,"Пассажиропоток Северного речного вокзала Москвы с начала навигации 2023 года вырос на 35% по сравнению с аналогичным периодом прошлого года, Южного – на 33,7%, сообщил директор филиала ""Северный речной вокзал"" ГУП ""Мосгортранс"" Максим Лисов.
Согласно приведенной им статистике, пассажиропоток Северного речного вокзала составил 300,6 тыс., Южного – 12,9 тыс.

Число судозаходов на Северный и Южный речной вокзалы также выросло: на 27 и 40% соответственно. Как отметил Лисов, сейчас растет интерес среди россиян к речным круизам, к прогулочному флоту. Судоходные компании выполняют круизные маршруты с остановками и конечными пунктами более чем в 30 городах России.

""Для многих открытие, что можно от вокзала отправиться в путешествие в Астрахань, по городам Золотого кольца. Это проблема, когда граждане не знают о таких прекрасных возможностях. В этой связи город старается рекламировать круизы, судоходные компании"", — сказал он на конференции ""Реки. Круизы. Маршруты"" во вторник.

Эксперт также напомнил, что с момента открытия Южного речного вокзала после масштабной реконструкции в апреле этого года более 20 тыс. пассажиров отправились в круизы и речные прогулки. Среди основных круизных направлений – Нижний Новгород, Константиново, Рязань, Коломна, Уфа, Муром, Касимов.

Источник: https://tourism.interfax.ru/ru/news/articles/103260/
350"
voda,351
voda,"Рассматривается вопрос о подготовке кадров для круизного бизнеса. Форум ""Реки , круизы , маршруты""
352"
voda,352
voda,"На форуме выступал представитель компании ""Круиз онлайн"" , в его докладе было отмечено , что́ в настоящее время есть тенденция роста продаж круизов онлайн. В этом году по данным докладчика таким образом было продано около 80  процентов круизов.
353"
voda,353
voda,"https://t.me/kruizonline
354"
voda,355
voda,"Форум ""Реки , круизы , маршруты""
356"
voda,356
voda,"Компания ""ВодоходЪ"" 1 ноября 2023 года открывает общедоступный образовательный курс ""Менеджер по продаже круизов"". Все желающие повысить квалификацию или получить новую профессию в активно развивающейся отрасли внутреннего туризма могут бесплатно пройти обучение в Академии круизов ""ВодоходЪ"" и стать квалифицированным экспертом по речным путешествиям.

Образовательная программа включает 9 обучающих онлайн-курсов, которые поэтапно знакомят с миром речных круизов, техникой продаж и с особенностями круизных турпродуктов ведущего туроператора страны. Можно пройти как весь цикл курсов, так и прослушать только отдельные темы. Это особенно актуально для специалистов, которые уже знакомы с круизами от ""ВодоходЪ"" и имеют опыт продаж круизного продукта.

Программу будут преподавать ведущие эксперты круизной отрасли с более чем 10-летним опытом работы. Профессионалы подробно будут знакомить с географией речных круизов, с проектами эксплуатируемых на реках судов и классами сервиса на борту, с технологией продаж круизов и механикой бронирования кают, с особенностями фрахта судов под корпоративные мероприятия и уникальной гастрономической концепцией на теплоходах компании ""ВодоходЪ"".

После каждой лекции слушателям будет предложен тест для закрепления материала, а по завершении каждого из курсов — приятный бонус. После прохождения курсов, посвящённых классам теплоходов, студенты получат диплом и статус ""капитана"" соответствующего класса: ""Водоход"", ""Водоход.Лайт"", ""Водоход.Премиум"", ""Водоход.Люкс"" и ""Wild Life"".

Доступ к первым трём курсам будет открыт 1 ноября 2023 года 

Источник: https://www.korabel.ru/news/comments/vodohod_nauchit_kak_stat_ekspertom_po_rechnym_puteshestviyam.html
357"
voda,358
voda,"🌊 Еще 5 причалов для регулярного речного электротранспорта отправили из Перми в Москву.

Как напомнил Максим Ликсутов, плавучие причалы изготавливают на судоверфи в Перми, электросуда — в Санкт-Петербурге, а финальная сборка производится уже в столице. Затем они пройдут необходимые испытания, а по мере готовности инфраструктуры будут устанавливаться на действующих маршрутах.

«Новые плавучие причалы будут полностью интегрированы в систему Московского транспорта. Они, как и уникальные электрические суда, полностью российской разработки. Причалы экологичны, работают исключительно за счет электричества и отвечают всем современным требованиям безопасности. Мы продолжаем развивать регулярный речной транспорт по задаче Мэра Москвы Сергея Собянина», — отметил Максим Ликсутов.
359"
voda,360
voda,"Завтра, 31 октября 2023 г., в Москве состоятся:
- Всероссийская деловая конференция ""Реки.Круизы.Маршруты"" (подробнее: https://t.me/MosReka/142);
- Форум ""Общественный транспорт 2023"", в рамках которого будут обсуждаться вопросы развития регулярного водного транспорта в субъектах РФ (подробнее: https://t.me/MosReka/158).
361"
voda,"В начале ноября в Москву из Санкт-Петербурга прибудут ещё четыре электросудна проекта ТФРП.401 ""Серебрянка"", ""Кузнецовка"", ""Люблинка"" и ""Шмелевка""!

Справка:
""Электросуда проекта ТФРП.401 — серия судов на электроходу, использующих в качестве главных судовых энергетических установок два электродвигателя, а в качестве статических источников энергии - аккумуляторные батареи. Предназначены для использования в качестве водного общественного транспорта на маршрутах по  Москве-реке в Москве. Строительство судов выполняет компания ООО «Эмпериум» в городе Отрадное Ленинградской области, а его эксплуатацией  занимается компания АО «Водоходъ. Пассажирский Порт». В настоящее время в Москве на 2 регулярных речных маршрутах работают 14 электросудов данного проекта""
362"
voda,"Проект Архитектура деловой программы форума ""Общественный транспорт 2023"", 31 октября 2023 г.
363"
voda,"Завтра, 31 октября 2023 г. в Москве состоится форум «Общественный транспорт 2023».

В рамках форума будут обсуждаться вопросы развития регулярного водного транспорта в субъектах РФ: 
⚓ обновление парка судов пассажирского речного транспорта, 
⚓ привлечение инвестиций и финансирования, 
⚓ усовершенствование механизма покупки и лизинга, 
⚓ обеспечение комплектующими элементами и ремонт судов, 
⚓ строительство и модернизация речной инфраструктуры.

В сессии «Концепция развития регулярного водного пассажирского транспорта» примут участие руководители региональных министерств транспорта, представители Федерального агентства морского и речного транспорта, Минпромторга России, Российской палаты судоходства.

Источник: https://portnews.ru/news/355439/

Официальный сайт форума http://gortransport.com
364"
voda,364
voda,"В Хельсинки запустят первый в мире сервис беспилотного водного такси. Электрические катамараны можно будет вызвать через приложение на смартфоне.

Стандартная версия судна движется с крейсерской скоростью 11 километров в час. Стандартной батареи хватает на 9 часов эксплуатации, при этом солнечная панель дает дополнительную энергию.

Пассажиры смогут добираться до островов близлежащего архипелага — Котилуото, Виллалуото и Малкасаари. Сейчас до 70% затрат на каждую поездку по этим маршрутам приходится на зарплату капитанов лодок.

Беспилотные такси позволят снизить стоимость поездки и решат проблему нехватки персонала. Однако в первое время на борту все же должен будет присутствовать хотя бы один сотрудник компании.

https://vk.com/public_netfleet?w=wall-206373933_2454
365"
voda,"🌊 Более 30 тыс. пассажиров воспользовались вторым регулярным речным маршрутом с момента открытия.

Максим Ликсутов сообщил, что за месяц инновационные российские электрические суда выполнили около 1 500 рейсов и прошли уже свыше 14 тыс. км.

«Ровно месяц назад под руководством Мэра Москвы Сергея Собянина мы запустили второй регулярный речной маршрут электрических судов. Он значительно улучшил транспортную доступность районов юга и юго-востока столицы и предоставил жителям еще один комфортный вариант передвижения по городу. Наши суда — лучшие в мире и будут ходить круглый год. Инновационный речной транспорт пользуется все большей популярностью, многие москвичи выбирают его для своих ежедневных поездок», — добавил Максим Ликсутов.

Оплатить проезд можно привычными способами: 

🔹 билетом «Кошелек» по карте «Тройка»
🔹 банковской картой или по биометрии

У владельцев билетов «Единый» на 90 и 365 дней поездки на регулярном речном транспорте уже включены в стоимость абонемента.
366"
voda,367
voda,368
voda,369
voda,370
voda,"🛥🛥🛥 Уже полгода для вас работает обновленный Южный речной вокзал.

Как рассказал Максим Ликсутов, за это время его посетили более 200 тыс. человек, для гостей провели свыше 250 бесплатных мероприятий. 

Чем заняться на Южном речном вокзале, рассказываем в карточках 👆

С наступлением холодов бесплатные мероприятия проходят в здании вокзала. Расписание ближайших событий смотрите тут.

«Обновленный Южный речной вокзал стал популярным местом отдыха у москвичей и гостей города. В здании регулярно проходят бесплатные мероприятия, можно почитать книжку в зоне библиотеки, воспользоваться Wi-Fi, посетить смотровую площадку и ресторан. Кроме того, вокзал выполняет важную транспортную функцию. Здесь останавливаются электросуда второго регулярного речного маршрута. С начала летней навигации причалы приняли и отправили в другие города более 140 круизных теплоходов, на борту которых было 13 тыс. пассажиров. Мы продолжим развивать территорию вокзала и повышать комфорт посетителей, как поручил Мэр Москвы Сергей Собянин», — отметил Максим Ликсутов.
371"
voda,372
voda,373
voda,"Еще одно направление в сфере декарбонизации водного транспорта, которое развивает компания – применение водорода. Вместе с Центром водородных технологий АФК «Системы», который создал электрохимический генератор на топливных элементах, Sitronics Group провела первые испытания прототипа электросудна на водороде (подробнее: https://t.me/MosReka/86). Генератор интегрирован в энергетическую систему судна и питает аккумуляторную батарею. Использование водорода сможет стать одним из вариантов решения задач по увеличению скорости и дальности их хода. В перспективе эта экологичная технология позволит использовать электросуда для более дальних и междугородных перевозок.

Источник: https://www.sitronics.com/reports/15406
374"
voda,375
voda,376
voda,377
voda,"На круглом столе ""Декарбонизация транспорта"" директор проектов судостроения Sitronics Group Дмитрий Калужский рассказал о том, что Emperium, входящая в группу компаний, производит электросуда, которые могут стать экологичной альтернативой для обновления устаревающего дизельного водного транспорта страны:«Мы первые в России организовали серийное производство судов на электрической тяге. Наши электросуда становятся не только решением для создания экологичного прогулочного флота в городах, но и новым звеном в транспортной системе городов. К примеру, это уже реализовано в Москве, где на электросудах запущены 2 регулярных пассажирских маршрута. Отмечу, что пассажирский дизельный флот в стране сильно устарел и требует замены. Электросуда являются не просто альтернативой для обновления, но и новым уровнем с точки зрения экологичности и комфорта за счет бесшумности. Они могут помочь улучшить качество жизни в городе, а их эксплуатация, по нашим расчетам, в разы выгоднее, чем судов с двигателями внутреннего сгорания»
378"
voda,"Программа Всероссийской деловой конференции ""Реки. Круизы. Маршруты"" (31 октября 2023 г.)
379"
voda,"📃 Опубликована программа Всероссийской деловой конференции «Реки. Круизы. Маршруты», которая состоится 31 октября 2023 г. в Москве в конференц-зале Московской торгово-промышленной палаты (МТПП).

Основные темы для обсуждения: 
1. Межрегиональное сотрудничество: лучшие практики и резервы развития. 
2. Речные круизы как генератор новых точек роста региональных экономик. 
3. Модернизация инфраструктуры речного туризма. 
4. Возрождение пассажирского судоходства на малых реках. 
5. Кадровая проблематика отрасли: инициативы вузов и потребности операторов. 

Сайт конференции: https://www.rekiforum.ru/
380"
voda,"⛴ Наши переправы от Северного речного вокзала помогают быстро добраться до причалов «Химки» и «Захарково».

Максим Ликсутов рассказал, что за полгода с начала летней навигации речными переправами до Южного Тушина, подмосковных Химок и обратно воспользовались почти 240 тыс. пассажиров. На теплоходах «Москва-1» и «850 лет Москве» местные жители могут совершать быстрые и комфортные поездки по реке. 

Как работают маршруты от Северного речного вокзала, рассказывали тут.

«До конца летнего сезона навигации для москвичей и жителей Подмосковья работают наши переправы от Северного речного вокзала. Они помогают быстро и удобно добраться до причалов «Химки» и «Захарково», путь по воде занимает в разы меньше времени, чем на личном или другом городском транспорте. Оплатить проезд можно в кассах или по карте «Тройка». Мы продолжаем повышать комфорт пассажиров, как поручил Мэр Москвы Сергей Собянин», — сообщил Максим Ликсутов.
381"
voda,381
voda,"Вернуться с турнира тоже можно речными маршрутами.
382"
voda,382
voda,"Добраться до Южного речного вокзала можно вторым  регулярным речным маршрутом ""Печатники""-""ЗИЛ"" с причалов ""ЗИЛ"", ""Автозаводский мост"", ""Кленовый бульвар"", ""Нагатинский затон"", ""Печатники""!
383"
voda,"🎮 11 и 12 ноября на Южном речном вокзале пройдет Большая Киберспортивная Лига. 

Это первый в России турнир по Counter-Strike 2, который пройдет на специально разработанной для этого виртуальной карте: станции метро «Киберспортивная». По словам разработчиков, новая карта стала собирательным образом московского транспорта.

Турнир по киберспорту соберет в одном помещении 6 команд профессиональных игроков и стримеров. Рядом с ними на площадке Южного речного вокзала будут находится приглашенные гости, артисты и музыканты. 

Понаблюдать за ходом игры и присоединиться к киберпразднику можно будет в режиме онлайн. Перед началом турнира обязательно поделимся ссылкой!
384"
voda,385
voda,386
voda,387
voda,"Рассказываем вам о welcome-тренинге, который мы проводим для наших новых сотрудников🤝

⏱Вначале мы собираем всех вместе и рассказываем об истории нашей компании, ее целях, ценностях и культуре📈

📍Затем отправляемся на верфь и показываем каждый этап процесса производства, объясняем, как создаем суда и какие технологии применяем. Желающие могут задать интересующие вопросы нашим талантливым специалистам 💬

После экскурсии всех ждет небольшой фуршет, где можно поделиться своими впечатлениями и познакомиться с коллегами поближе🤜

🎉Мы считаем, что welcome-тренинг полезен и вдохновляет новичков 👍

А вы были на подобных мероприятиях?
388"
voda,"🥇Проект регулярного речного электротранспорта стал победителем премии Best for Life Design Award 2023 в номинации ""Продукт года"" в категории ""Транспорт""!
389"
voda,390
voda,391
voda,392
voda,"Благоустройство – 2023. Южный речной вокзал

В этом году мы открыли после реконструкции Южный речной вокзал, а также благоустроили прилегающую территорию, чтобы пассажиры могли с комфортом отправляться в круизы в разные города и пользоваться регулярным маршрутом речного электротранспорта. С начала навигации возрожденный вокзал принял и отправил более 140 круизных теплоходов с 13 тыс. путешественников.

Подробнее об этом читайте в новом посте
393"
